"created_time","account","post_type","icon","tag_id","tag_name","impressions","impressionsVmedian","impressionsVmean","engagements","engagementsVmedian","engagementsVmean","engagementRate","engrtVmedian","engrtVmean","postClicks","shares","videoViews","brand","program","accountType","post","perma_link","text","tag1","tag2","tag3","tag4","tag5","tag6","tag7","tag8"
"2025-05-14T20:23:02Z","RMI","LinkedIn",0,0,NA,1835,0.078,-0.202,39,-0.661,-0.837,0.021,-0.672,-0.769,25,2,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7328515203686379540/","More electricity use can lower rates — if the costs are divided in the right way. When more electricity is sold and delivered from existing infrastructure, like transmission lines, the more efficient use of those fixed-cost assets can help offset upward pressure on rates from new investments needed to meet load growth. 

In addition, adding clean energy resources like solar power and wind with batteries to the grid to meet new load growth will lower the cost to meet overall electricity demand. Because these resources are typically lower in cost to build and operate, they can drive down rates and benefit all customers — even those who don’t electrify. 

RMI analysis shows that, as electrification and data center growth in the US drives up electricity demand, utilities and regulators can allocate costs to unlock win-win outcomes that provide lower-cost electricity for the average ratepayer while meeting policy goals: https://bit.ly/42ZATEn  ",NA,NA,NA,NA,NA,NA,NA,NA
"2025-05-13T17:20:04Z","RMI","LinkedIn",0,0,NA,1375,-0.192,-0.402,25,-0.783,-0.895,0.018,-0.719,-0.802,13,2,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7328106773960097792/","Demand for clean energy is soaring — from single and multifamily homes to data centers and entire cities. With your support, RMI is working to scale affordable clean energy around the world, as well as:  

🏛️ Provide expertise and tools to communities and policymakers 

👷 Create jobs and economic opportunities 

⚡ Enhance energy security and reliability 

➕ So much more! 

Your donations fuel real solutions, and now through Fri., May 16, your impact is TRIPLED thanks to generous donors who will match every $1 you give with an additional $2. Give today to support a more prosperous, resilient, clean energy future: https://bit.ly/3EBDr1V  ",NA,NA,NA,NA,NA,NA,NA,NA
"2025-05-12T15:55:06Z","RMI","LinkedIn",0,0,NA,1510,-0.113,-0.343,50,-0.565,-0.791,0.033,-0.484,-0.637,29,3,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7327723000676388864/","Heavy industry and transportation sectors, like cement, steel, and chemicals, aviation, shipping, and trucking, are experiencing major transformations. The development and deployment of low-carbon facilities and products are on the rise, which is helping grow economies, create jobs, protect energy security and resilience, and improve quality of life for people everywhere. But if we want to achieve this on a large scale, we need to look at developing low-carbon projects in clusters called clean industrial hubs. 

Clean industrial hubs serve as a key piece in bringing together project developers, policymakers, financial institutions, and community-based organizations to support regional clusters of industrial decarbonization projects.  

Securing financial investments and collaborative ecosystems can be a hurdle to developing these hubs, but over the past couple of years RMI and Mission Possible Partnership with support from Bezos Earth Fund, have been working to accelerate the development of clean industrial hubs and have found the key to unlocking them. https://bit.ly/453wvpa ",NA,NA,NA,NA,NA,NA,NA,NA
"2025-05-11T18:09:04Z","RMI","LinkedIn",0,0,NA,1669,-0.019,-0.274,67,-0.417,-0.72,0.04,-0.375,-0.56,45,3,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7327394321983328256/","Big news! We're launching a new quarterly newsletter for corporate leaders: the New Energy Business Brief. 

If you’re working on decarbonization, procurement, sustainability, supply chain, or corporate strategy, then this is built for you. 

Every edition will deliver: 
✅ Exclusive insights from RMI’s latest research 

✅ Big-picture thinking from our experts on the energy transition 

✅ Curated content for busy corporate teams  

✅ Real-world actions to advance your sustainability initiatives 

The first edition drops in June — don't miss your chance to get ahead of the curve.  

Sign up today: https://bit.ly/3GNWl6v",NA,NA,NA,NA,NA,NA,NA,NA
"2025-05-10T20:30:03Z","RMI","LinkedIn",0,0,NA,1456,-0.145,-0.367,177,0.539,-0.259,0.122,0.906,0.341,172,0,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7326698639370694656/","More than 10 million US families rely on fuels delivered regularly by truck — such as oil and propane — to provide heat in the winter and hot water year-round. Electric heat pumps can deliver the same heating services using about one-fourth the energy. Overall, the higher efficiency of air-source heat pumps and heat-pump water heaters can help save households an average of $970 per year on their energy bills.  

With the right mix of policies and programs, millions of households could benefit by upgrading to heat pumps. Such a shift would unlock thousands in cost savings and other benefits for Americans: https://bit.ly/4mfxhFY",NA,NA,NA,NA,NA,NA,NA,NA
"2025-05-09T22:15:02Z","RMI","LinkedIn",0,0,NA,1258,-0.261,-0.453,119,0.035,-0.502,0.095,0.484,0.044,111,0,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7326711270714347524/","Better forecasting of electric vehicle charging needs can help utilities and regulators plan for future electricity demand through load management and proactive investment in grid infrastructure. 

RMI’s GridUp tool uses data from millions of trips made by today’s vehicles to model where tomorrow’s EVs are likely to charge, assuming minimal changes to driving behavior, and examines the potential impact of managed and unmanaged charging.  

Comparing where EVs will likely be charging with existing grid infrastructure can show how much of the current distribution capacity EV charging would use, allowing utilities and regulators to make smart decisions for system upgrades. https://bit.ly/3Ssdx3V  ",NA,NA,NA,NA,NA,NA,NA,NA
"2025-05-09T19:00:01Z","RMI","LinkedIn",0,0,NA,1658,-0.026,-0.279,290,1.522,0.214,0.175,1.734,0.923,269,1,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7326659612445741056/","Cities in states that prioritize the buildout of abundant, affordable transportation options have less traffic — saving time, cutting costs and pollution, and creating vibrant, connected communities that attract economic development. 

For example, since 2013, the City of Minneapolis has enacted policy to build 199 miles of bikeways and expand bus and light rail service, leading to a three percent decrease in car traffic between 2019 and 2024, even as population increased by over 118,000 in the same time period. 

Minnesota lawmakers have adopted a series of laws to scale Minneapolis’ framework statewide. RMI analysis quantified the benefits of transportation choice abundance and found Minnesotan households stand to save $1,720 annually from avoided gas, maintenance, and depreciation costs due to the availability of more affordable ways to get around.  

Following in Minnesota’s tracks, many states are joining the race to unlock the cost savings of multimodal transportation planning: https://bit.ly/4m06tZY  ",NA,NA,NA,NA,NA,NA,NA,NA
"2025-05-08T19:43:20Z","RMI","LinkedIn",0,0,NA,1450,-0.148,-0.37,72,-0.374,-0.699,0.05,-0.219,-0.451,61,1,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7326330886730272768/","As the energy landscape shifts, we must ensure that electricity remains affordable, reliable, and accessible.  

Data center and electrification growth are driving up projected electricity demand for the first time in a decade, even as wind, solar, and battery storage expand at record rates.

In the US, states and regions are leading the way, and RMI is helping them succeed. But we don’t do it alone — people like you help power our progress. https://bit.ly/3EBDr1V  ",NA,NA,NA,NA,NA,NA,NA,NA
"2025-05-08T17:20:03Z","RMI","LinkedIn",0,0,NA,1382,-0.188,-0.399,79,-0.313,-0.669,0.057,-0.109,-0.374,36,3,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7326294828416225281/","The SAFc Registry, Chooose, and Alaska Airlines are partnering to streamline sustainable aviation certificate transactions by launching a first-of-a-kind software integration! 🛫 

The SAFc Registry was launched in 2023 to help create consistency, transparency, and auditability of sustainable aviation fuel (SAF) certificates. By partnering with the Registry, Chooose will give its aviation and logistics partners access to robust environmental attribute tracking, while still having the ability to receive, transfer, and retire SAFc directly from the Chooose platform. 

Alaska Airlines, an industry leader in SAF adoption, is the first to utilize this integration for their SAF program, expanding access to alternative fuels and giving their customers a simple way to take action on travel and transport emissions. 

The collaboration between Chooose, SAFc Registry, and Alaska Airlines is setting a new benchmark for the SAF industry, and helping pave the way for a more transparent, scalable, and efficient future for aviation sustainability. 

Learn more about the SAFc registry here → https://bit.ly/3GMRe6M",NA,NA,NA,NA,NA,NA,NA,NA
"2025-05-07T18:00:06Z","RMI","LinkedIn",0,0,NA,2401,0.411,0.044,281,1.443,0.176,0.117,0.828,0.286,251,0,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7325896641066983424/","As clean technologies continue to fall in cost and improve in efficiency, their deployment and adoption are quickly growing along exponential “S-curves,” far outpacing linear projections. 

There has been remarkable progress and growth in cleantech from 2014 to 2024. Cleantech costs fell by up to 80 percent, while investment increased nearly 10 times and solar generation rose 12 times. Meanwhile, electricity has become the largest source of useful energy, and the deep force of efficiency has reduced energy demand by a fifth. 

RMI charts how the energy system is being transformed by the forces of renewables, electrification, and efficiency: https://bit.ly/42ZfVnO  ",NA,NA,NA,NA,NA,NA,NA,NA
"2025-05-06T20:01:02Z","RMI","LinkedIn",0,0,NA,2499,0.468,0.087,101,-0.122,-0.577,0.04,-0.375,-0.56,61,5,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7325610564863295490/","Much of the technology needed to decarbonize heavy industry has yet to reach market adoption. Today, we are thrilled to introduce the Future Industries Partnership — a new initiative ready to help bridge that gap. 🌏 

This three-year philanthropic program, supported by HSBC and delivered by RMI’s climate tech accelerator, Third Derivative, and Founders Factory, aims to help accelerate the deployment of innovative climate technologies needed to decarbonize heavy industries such as steel, cement, and chemicals across Asia and the Middle East. 

Seeking to leverage collective expertise and resources, this partnership will provide access to hands-on technical and commercial support to help climate innovators attract investment, scale solutions, and overcome barriers to deploying these critical technologies. 

Learn more at: https://bit.ly/4m4JTiV",NA,NA,NA,NA,NA,NA,NA,NA
"2025-05-05T18:00:01Z","RMI","LinkedIn",0,0,NA,2977,0.749,0.294,395,2.435,0.653,0.133,1.078,0.462,343,6,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7325197157680955393/","Building construction and renovations account for nearly 75 percent of global material flow. What if those materials could help capture and store carbon, while meeting or beating conventional performance standards? Bio-based building materials promise to do just that.    

Introducing carbon removal into building products not only offers environmental benefits, but has major strategic upsides for businesses. Doing so can help increase operational efficiencies, stay ahead of changing regulations, and diversify market opportunities. 

Demand is growing for building products produced from residue of biomass for carbon removal — with the potential to store gigatons of carbon. Our new report explores the benefits of integrating carbon removal from building products and models storage capacity of this novel solution. https://bit.ly/44nI0Yn",NA,NA,NA,NA,NA,NA,NA,NA
"2025-05-04T20:30:01Z","RMI","LinkedIn",0,0,NA,2906,0.707,0.264,851,6.4,2.562,0.293,3.578,2.22,820,5,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7323438831360249856/","In uncertain times, it helps to take a breath and look at the data. One great reference point is the International Energy Agency (IEA), and this year’s Global Energy Review provided some striking insights on clean energy in 2024. In sum? The trends are positive, but there is still a lot more to do.  

Here are five big things that stood out from this year’s report: https://bit.ly/3EPJjEX",NA,NA,NA,NA,NA,NA,NA,NA
"2025-05-03T19:53:03Z","RMI","LinkedIn",0,0,NA,2323,0.365,0.01,115,0,-0.519,0.05,-0.219,-0.451,54,10,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7324521393436397568/","With hurricane season on the horizon, the case for resilient energy infrastructure is stronger than ever.

RMI’s Solar Under Storm 2018 report was a turning point for the solar industry, offering the first comprehensive look at how solar energy systems perform in high-wind, hurricane-prone regions. Based on forensic analyses of hurricane damage and expert input from across the Caribbean, the report laid out clear, actionable design principles that have since influenced how resilient solar is deployed around the world.

Key insights from the original report include: 
🔅Prioritizing connection integrity and mountain hardware.
🔅Using dual post piers for ground mount systems to reduce vibrations. 
🔅Utilizing fixed mount systems, not tracking systems. 
🔅Selecting solar modules with independent testing for wind effects. 
🔅Standardizing resilient design — turning Caribbean best practices into widespread norms across the global industry. 

Drawing on years of field experience and system performance in some of the world’s most storm-exposed regions, the upcoming Solar Under Storm III report takes the next step. It captures what’s worked and what needs to evolve — bringing sharper recommendations and new real-world case studies to the forefront. 

Stay tuned for the next chapter. Until then, revisit where it all began: https://bit.ly/4k0vnHg",NA,NA,NA,NA,NA,NA,NA,NA
"2025-05-02T20:00:02Z","RMI","LinkedIn",0,0,NA,1622,-0.047,-0.295,194,0.687,-0.188,0.12,0.875,0.319,180,0,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7323845887045079040/","Investment in clean energy technology from both private and public sources has climbed steadily across the United States over the past six years, according to RMI analysis of data from Clean Investment Monitor.  

From 2018 to 2024, the flow of investment, new jobs, and related growth has tilted toward red states: Republican-voting states took in $650 billion in clean energy investment; Democratic-voting states received $440 billion. As of March 2024, total investment had created nearly 349,000 related jobs. 

However, many of those benefits are now at risk as the federal government rolls back funding and support for clean energy. In the first two months of 2025, more than $5 billion in investment was withdrawn, Clean Economy Tracker estimates. 

From domestic manufacturing growth to job opportunities, Americans across the country stand to benefit from investment in clean energy: https://bit.ly/3RHmOoD  ",NA,NA,NA,NA,NA,NA,NA,NA
"2025-05-01T17:00:16Z","RMI","LinkedIn",0,0,NA,3458,1.032,0.504,623,4.417,1.608,0.18,1.812,0.978,569,12,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7323441672812380162/","Industries are increasingly pursuing new technologies that can improve efficiency and reduce emissions, but rapidly decarbonizing operations can pose challenges. Carbon removal can offer companies additional and complementary options for meeting their environmental goals and creates new revenue at the same time. 

Planning for carbon removal early allows companies to tap into new and expanding revenue streams through carbon credits, green product premiums, and potential government incentives. And as carbon tax obligations are likely to increase in the coming years, carbon removal can also serve as a tool for managing those tax obligations and regulatory risks.

Decarbonizing industries such as construction, steel, mining, and water treatment, is essential to reaching net-zero targets and reducing environmental impacts, but companies also stand to gain significant financial benefits from expanding their sustainability practices to include carbon removal technologies. 

Take a deep dive into how companies can leverage their existing assets, processes, and workforce to engage in carbon removal activities and generate revenue. 👉 https://bit.ly/3YVPmOW  ",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-30T13:15:05Z","RMI","LinkedIn",0,0,NA,3257,0.914,0.416,1003,7.722,3.198,0.308,3.812,2.385,931,8,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7323097812148146176/","Testing shows that super-efficient ACs use 60% less energy than typical AC units while enhancing occupant comfort, according to a new real-world study conducted by Global Cooling Efficiency Accelerator (GCEA) in Palava City, India, in partnership with Lodha and CEPT University. The study also uncovered critical gaps in current testing standards, which currently underestimate the extra energy used by typical ACs when attempting to control humidity. 

As global temperatures continue to rise, so too will the demand for air conditioning. GCEA — a coalition of scientists and cooling experts — is working to build a pathway to support the commercialization of super-efficient air conditioners that are optimized for managing humidity and use less energy than conventional ACs. 

This latest study brings us one step closer to commercializing affordable, accessible, super-efficient ACs that can help provide cooling to all, without putting undue stress on the electricity grid: https://bit.ly/3GJsgEZ  ",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-29T23:43:01Z","RMI","LinkedIn",0,0,NA,1250,-0.266,-0.456,43,-0.626,-0.82,0.034,-0.469,-0.626,10,5,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7323129716100468736/","Did you know that since 1982 RMI has been working to transform America’s energy practices to cut waste and save money? At RMI we lean on data to focus on efficiency, analyzing whole systems, and leveraging business opportunities to drive change.  

RMI experts are working every day to: 

📈 Expand renewable energy  

📉 Reduce energy waste 

💪 Build a more affordable, more resilient energy system 

With your gift we can go even further, faster. https://lnkd.in/gkSmVFBn",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-29T22:04:03Z","RMI","LinkedIn",0,0,NA,1576,-0.074,-0.315,68,-0.409,-0.715,0.043,-0.328,-0.527,37,4,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7323104801347506176/","Last Friday, RMI’s Deborah Gordon spoke at the annual Society of Environmental Journalists conference on the hidden toll of America’s abandoned, orphaned, and marginal oil and gas wells. 

Across the United States, over half a million oil and gas wells produce a mere 15 barrels of oil equivalent (BOE) a day, enough to fill about 8 bathtubs. And half of these marginal wells are micro producers, generating one BOE or less daily — not enough to fill a bathtub. These wells are a significant source of the super-pollutant methane, that heats the planet over 80 times more powerfully than CO2. 

While companies have seen incentives from keeping marginal wells operating, changes are on the horizon with states looking to enforce stricter regulations on abandoned and marginal wells. Plugging them can offer benefits to the local community and save money for the owners of the wells. 

To learn more about marginal wells and what we can do to stop this methane waste, check out our marginal wells 101: https://bit.ly/3YmffHL",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-28T18:30:01Z","RMI","LinkedIn",0,0,NA,1934,0.136,-0.159,171,0.487,-0.284,0.088,0.375,-0.033,149,2,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7322656308929720321/","Upgrading to heat pumps for space and water heating can reduce the annual energy bills of a typical single-family household in California by an average of $670 across all fuel types. Families also enjoy more efficient cooling and cleaner air.  

Ensuring that families have access to the benefits of heat pumps requires additional policy action, such as investing in programs to overcome up-front cost barriers, improving the ease of enrollment in a specialized electric rate for heat pump users, and implementing solutions to reduce electric rates overall and minimize utility cost increases. 

RMI’s latest analysis explains more: https://bit.ly/4jvwAWY",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-27T18:06:03Z","RMI","LinkedIn",0,0,NA,1352,-0.206,-0.412,53,-0.539,-0.778,0.039,-0.391,-0.571,31,5,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7322320137271869440/","Methane mitigation is gaining steam thanks to new technology, policy, market, and corporate solutions that incentivize stakeholders to act. Countries across the globe are making commitments to methane reduction through initiatives like the Global Methane Pledge (GMP).

Despite these commitments, Global South communities still face challenges when it comes to keeping pace with methane mitigation advancements due to capacity constraints and limited access to state-of-the-art technology.

To help address these challenges, RMI, the Africa Centre for Energy Policy (ACEP), alongside other partners, have come together to launch the Global South Methane Training Network (MTN). This network and knowledge hub aims to support oil and gas sector stakeholders in developing methane mitigation strategies. 

The initiative will first launch in Sub-Saharan Africa with goals to reach all of the Global South. Learn more about the initiative here ➡️ https://bit.ly/4lN6yjF... ",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-25T21:08:05Z","RMI","LinkedIn",0,0,NA,1283,-0.246,-0.442,55,-0.522,-0.77,0.043,-0.328,-0.527,19,2,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7321641171401773056/","At #SEJ2025 in Tempe, AZ, RMI’s Deborah Gordon highlights the complexity of marginal wells, including their impact on communities, why they should be decommissioned, and how they should be repurposed.

""Marginal wells have almost no active production – they’re hidden in plain sight. We need to increase transparency and prioritize action to repurpose these wells – say, for carbon storage, geothermal assets, or water storage.”",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-24T17:00:01Z","RMI","LinkedIn",0,0,NA,2385,0.401,0.037,607,4.278,1.541,0.255,2.984,1.802,556,11,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7321189653309517827/","Methane waste causes a lot of issues for communities, consumers, and companies alike, but how can we manage this excess waste? 

Measuring methane offers the best way to manage methane waste and can help educate companies and policy makers on where to tackle leaks and other super-emitter spots. However, to really get a complete picture of methane emissions, we have to take a look at a combination of technologies from the ground, air, and space. 🛰️ 

RMI’s newest macrograph shows exactly what technologies are being deployed to address methane waste, and explores how each technology can help measure and continually improve methane detection around the globe. https://bit.ly/3Ry0fmc",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-23T22:06:01Z","RMI","LinkedIn",0,0,NA,1290,-0.242,-0.439,47,-0.591,-0.803,0.036,-0.438,-0.604,24,2,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7320930979076808704/","Accelerating renewable energy deployment will help create a cleaner, more secure, and more affordable future.  

Here are three ways you can make a difference starting now:  

⚡ Electrify where you can 
💰 Fund clean energy solutions 
🌐 Support systemic change  

The shift to clean energy is happening. With your support, we can make it faster and smarter: https://bit.ly/3EBDr1V ",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-22T21:45:01Z","RMI","LinkedIn",0,0,NA,2639,0.551,0.147,505,3.391,1.114,0.191,1.984,1.099,461,12,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7320552159928795136/","Clean energy is growing for many reasons. It delivers new jobs, spurs growth, and strengthens economic resilience. And surveys show the shift to clean energy is supported by most people in most countries.  

For over 40 years, RMI has been working with governments, companies, and communities to expand these benefits. This Earth Day, we are celebrating a few of our many projects that have helped bring cleaner, more affordable, and resilient energy to people everywhere: https://bit.ly/4iuAXjM",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-21T20:15:02Z","RMI","LinkedIn",0,0,NA,2323,0.365,0.01,342,1.974,0.432,0.147,1.297,0.615,305,3,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7320174401641992193/","Colorado just introduced one of the most effective landfill methane rules in the country, bringing long-overdue relief to nearby communities and setting a new standard for other states to follow. 

It’s an economic win, too: every dollar spent is expected to return $6 in avoided health and climate costs, and the rule will support hundreds of new jobs across the state. 

Methane is a potent greenhouse gas that is formed as buried food scraps and organic waste break down beneath a landfill’s surface. Methane leaks from landfills raise concerns not only about the warming impacts, but also about nearby residents' exposure to hazardous air pollutants and smog. 

Following the lead of California, Oregon, Maryland, Michigan, and Washington, Colorado is the latest state to propose comprehensive landfill methane controls. Its rule could serve as inspiration as more states look to improve air quality, protect public health, and rein in methane pollution: https://bit.ly/4cHqoJ5  ",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-21T17:55:06Z","RMI","LinkedIn",0,0,NA,1845,0.084,-0.198,120,0.043,-0.498,0.065,0.016,-0.286,55,4,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7320143046774263808/","Methane has a warming potential 80x that of carbon dioxide over 20 years. Climate scientists, political leaders, and communities have realized that reducing methane emissions offers the single biggest opportunity to address near-term warming.  

Luckily, there are many opportunities to reduce methane waste and emissions. From plugging oil and gas wells, or rethinking waste disposal, to activating markets, we have many ways to cut methane emissions. But first we have to identify where the excess is coming from. How do we fix something that we can’t see?  

Learn more about making the invisible, visible here >> https://bit.ly/4lFTDQo and stay tuned for our new series called #MethaneMonday where we'll talk about all things methane.",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-21T16:27:28Z","RMI","LinkedIn",0,0,NA,1089,-0.36,-0.527,45,-0.609,-0.812,0.041,-0.359,-0.549,37,1,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7320121004213604352/","We're proud to share a long-standing partnership with The Lemelson Foundation rooted in a shared belief that innovation is a powerful force for good. Together, we've supported bold ideas that drives real-world action — from advancing climate solutions to expanding equitable access to sustainable technologies. 

Thank you, Lemelson Foundation, for your unwavering commitment to inventive problem-solving. We’re grateful for the work we’ve done together and energized for what’s ahead!",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-19T20:11:02Z","RMI","LinkedIn",0,0,NA,986,-0.421,-0.571,22,-0.809,-0.908,0.022,-0.656,-0.758,9,2,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7319452489357897728/","Electronic devices, such as smartphones and computers, are central to our daily lives, keeping us connected, productive, and informed. However, behind the convenience lurks a real environmental cost: Worldwide, electronics manufacturing is responsible for over 4% of emissions every year. Improving factories’ energy efficiency is one of the most practical, cost-effective ways to cut this toll — and make electronics more sustainable. 

A new RMI report offers clear, actionable guidance for both existing and new electronics manufacturing plants. Drawing on best practices from FATP — final assembly, testing, and packaging — facilities, the report highlights how: 

🔹 Existing factories can cut energy use by over 30% by upgrading lighting and optimizing HVAC and compressed air systems. 
🔹 New facilities can benefit significantly from an integrated design approach that boosts both energy and operational efficiency from day one. 

This guidance serves as a practical resource not only for the electronics sector but for any industry operating energy-intensive systems. 

📘 Read the full report here: https://bit.ly/42HJmuw",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-18T20:00:02Z","RMI","LinkedIn",0,0,NA,2530,0.486,0.1,488,3.243,1.043,0.193,2.016,1.121,444,4,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7318991976899502081/","A circular electric vehicle battery economy, where end-of-life EV batteries are reused, repurposed, or recycled, can help ensure a responsible, resilient supply chain as demand for EVs grows. 

To fully leverage this opportunity, we need to shift how we think about the battery supply chain: 

🔋 Improve vehicle and battery design, efficiency, and recyclability to get the most out of mined minerals. 

🔋 Implement policies and market-based solutions to communicate the demand for and value of recycled materials. 

🔋 Invest in domestic EV battery recycling and midstream manufacturing to strengthen the supply chain’s resilience, increase energy security, and boost the economy. 

RMI’s Battery Circular Economy Initiative Dashboards provide stakeholders with the data and information they need to support the creation of a circular battery economy: https://bit.ly/4ijClph ",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-17T22:00:15Z","RMI","LinkedIn",0,0,NA,1675,-0.016,-0.272,74,-0.357,-0.69,0.044,-0.313,-0.516,40,1,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:share:7318755194454884353/","Texas has historically been an energy powerhouse, including an enviable amount of wind and solar projects. Though future projects may face policy headwinds, the state is already home to abundant renewable energy and one of the nation's first clean industrial hubs. Clean industrial hubs play a critical role in reducing emissions from heavy industry and transportation sectors, such as the cement, steel, aluminum, chemicals, aviation, shipping, and trucking.  

To be successful, clean industrial hubs need both physical and community connectivity: robust links to industrial infrastructure along with vibrant links to policymakers, community organizations, and financial institutions. Thanks to Houston’s existing industrial base, electricity generation capacity, highly skilled workforce, and market-driven mentality, the city was chosen as an ideal site to build out a clean industrial hub.  

RMI recently hosted an event in Houston to celebrate the project’s progress and share findings from our work.  

Since 2022, RMI, Mission Possible Partnership, and Bezos Earth Fund have been working to tackle one of the world’s greatest sustainability challenges: decarbonizing the heavy industry and transport sectors. While not an easy feat, Houston is serving as an example of how we can build a resilient and sustainable energy future for all. 

Learn more about our work in Houston and how it can support clean industrial hubs around the world: https://bit.ly/4lwldQh",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-16T18:00:04Z","RMI","LinkedIn",0,0,NA,1541,-0.095,-0.33,276,1.4,0.155,0.179,1.797,0.967,257,2,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7318280607510261760/","Last year was a year of virtual power plant (VPP) action in the United States! 

As the power system faces demand growth and extreme weather events, VPP programs aggregate distributed energy resources — electric vehicles, batteries, smart thermostats, and more — to provide critical grid services and maintain and enhance grid reliability, resilience, safety, and affordability. 

Over the course of 2024: 

🏛️ Utility commissions in 10 states and DC took action to expand deployment of VPPs 

📃 Ten state legislatures introduced VPP bills and four states passed VPP legislation 

⚡ Utilities in 34 states and Puerto Rico took meaningful action to initiate or expand VPPs 

Learn more about how RMI’s VP3 program is catalyzing industry and change to scale VPPs in ways that lower electricity costs and strengthen the power grid: https://bit.ly/42dw1eq    ",NA,NA,NA,NA,NA,NA,NA,NA
"2025-04-15T20:52:32Z","RMI","LinkedIn",0,0,NA,1861,0.093,-0.191,282,1.452,0.18,0.152,1.375,0.67,256,3,0,0,1,"RMI Program","Post","https://www.linkedin.com/feed/update/urn:li:ugcPost:7318013380101845010/","Island nations are on the frontlines of the energy transition. Faced with high fuel costs, grid instability, and climate risks, many islands are exploring new paths to a more resilient and affordable energy future. 

Our latest report explores how virtual power plants (VPPs) can help island nations reimagine their electricity systems — unlocking resilience, reliability, and renewable integration in a flexible and cost-effective way. 

A virtual power plant is a network of distributed energy resources — like rooftop solar, batteries, electric vehicles, and smart appliances — that are aggregated and coordinated using software to function similar to a centralized power plant. VPPs can efficiently respond to grid signals and provide reliable power without relying on costly imported fuels. 

The report shows how this cutting-edge approach is already taking shape and what it means for the future of energy on islands around the world. 

Learn more: https://bit.ly/4jslodf ",NA,NA,NA,NA,NA,NA,NA,NA
