"created_time","account","post_type","icon","tag_id","tag_name","impressions","impressionsVmedian","impressionsVmean","engagements","engagementsVmedian","engagementsVmean","engagementRate","engrtVmedian","engrtVmean","postClicks","shares","brand","program","accountType","post","perma_link","text","tag1","tag2","tag3","tag4","tag5","tag6","tag7","tag8","tag9","tag10","tag11","campaignID"
2025-02-21,"RMI Brand","Facebook",2,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",1713,2.652,1.817,161,9.733,4.941,0.094,1.686,1.541,116,6,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1084372710389946","Countries across the Global South, from Brazil to Morocco, Bangladesh to Egypt, and Namibia to Vietnam, are experiencing rapid growth in solar and wind power generation. With 70% of the world’s renewable energy potential, these regions are taking advantage of their abundant resources at increasingly low cost. When the right incentives are in place, markets respond, and cleantech is on the move.

In eight countries in sub-Saharan Africa, solar share of electricity is more than twice as high as in the United States. In Pakistan, satellite images in certain areas show solar panels on nearly every building. In Nigeria, efforts to electrify agriculture processes are scaling at speed, providing consistent and affordable electricity to rural farming communities. These examples highlight a broader trend of clean energy expansion at an unprecedented rate. 

Building off RMI’s recent report, Powering Up the Global South, this article breaks down the key data and driving forces of this transition.  

Learn more ➡️ https://bit.ly/41nOXGG","[4] Internal Article/ Blog","[2] Global South","[3] Photo","[1] 6. Pipeline Of Bankable Global South Projects","[3] Text Graphic","[1] 17. Energy Transition Narrative [transition-narrative]","[2] RMI Strategy","[1] 5. Transform Utility Biz Models To Support CE In GS",NA,NA,NA,"transition-narrative"
2025-02-21,"RMI Caribbean","Facebook",2,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",31,0.216,0.225,4,0.143,0.176,0.129,0.093,-0.044,2,0,0,1,"RMI Program","Post","https://www.facebook.com/101650939303293/posts/604960085639040","The Caribbean is making strides in the clean energy transition, leveraging its abundant solar and wind resources as part of a larger shift happening across Global South regions. With 70% of the world’s renewable energy potential, these regions are moving faster than the Global North in clean energy adoption, driven by falling technology costs and strong policy commitments. As renewables become increasingly cost-competitive, countries are taking advantage of the opportunity to build more resilient and sustainable energy systems. 

Across the Global South, on-the-ground progress is accelerating. In sub-Saharan Africa, eight nations are generating twice as much solar electricity (relative to total power) as the United States. In Pakistan, satellite images reveal that solar panels now cover nearly every rooftop in certain areas. Nigeria is rapidly expanding efforts to electrify agricultural processes, providing reliable power to rural communities and strengthening local economies. These examples highlight a broader trend of clean energy scaling at an unprecedented rate. 

Building on RMI’s report, Powering Up the Global South, this article examines the data and drivers behind this transition. The momentum is undeniable, and the shift to renewables is only gaining speed.  

Read the full article for five key charts that illustrate this transformation: https://bit.ly/3D1PN2M","[4] Internal Article/ Blog","[2] Global South","[1] 17. Energy Transition Narrative [transition-narrative]","[3] Photo","[1] 6. Pipeline Of Bankable Global South Projects","[1] 5. Transform Utility Biz Models To Support CE In GS",NA,NA,NA,NA,NA,"transition-narrative"
2025-02-05,"RMI Brand","Facebook",2,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",904,0.928,0.487,56,2.733,1.066,0.062,0.771,0.676,28,6,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1072204881606729","A wide range of industrial applications, from food and beverage production to steelmaking, require on-demand heat, often at temperatures as high as 1,000°C (1,832°F)—or hot enough to melt glass. Slashing carbon pollution from these industrial processes has been a challenge, but thermal batteries may be the solution.  

Thermal batteries can charge when electricity is cheapest and cleanest, converting it into heat and storing it for later. This stored heat can then be used to power industrial processes, heating systems, or even serve as backup energy for the electricity grid. 

Learn more about how thermal batteries can accelerate the energy transition and benefit other industries as well:  https://bit.ly/42C1Gqs","[4] Internal Article/ Blog","[2] RMI Industries","[3] Figure/ Graph","[1] 17. Energy Transition Narrative [transition-narrative]",NA,NA,NA,NA,NA,NA,NA,"transition-narrative"
2025-02-05,"RMI Brand","Twitter",3,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",558,0.034,-0.134,28,-0.034,-0.251,0.05,0.064,-0.206,14,5,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1887198525605216565","Slashing carbon pollution from industrial applications that require high heat, on demand has been a challenge. By storing clean energy at high temperatures, thermal batteries can deliver heat as needed, day or night, to solve this challenge.  https://t.co/gMLZQZl7w9 https://t.co/oNsVHOeD05","[4] Internal Article/ Blog","[2] RMI Industries","[1] 17. Energy Transition Narrative [transition-narrative]","[3] Figure/ Graph",NA,NA,NA,NA,NA,NA,NA,"transition-narrative"
2025-01-26,"RMI Brand","Twitter",3,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",1442,1.673,1.238,92,2.172,1.46,0.064,0.362,0.016,51,6,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1883589997892079772","All hail electricity, the largest supplier of useful energy! https://t.co/UoQ6Z3PmrP https://t.co/wBIMPAVIgz","[4] Internal Article/ Blog","[1] 17. Energy Transition Narrative [transition-narrative]","[3] Figure/ Graph","[2] RMI Strategy",NA,NA,NA,NA,NA,NA,NA,"transition-narrative"
2025-01-26,"RMI Brand","Facebook",2,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",639,0.362,0.051,26,0.733,-0.041,0.041,0.171,0.108,8,8,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1064738779020006","Electricity has taken the lead as the largest supplier of useful energy* — and it has plenty of growth ahead.  

*Useful energy is the total amount of energy left after all processing and conversion losses are accounted for. The fossil fuel system, for example, is incredibly inefficient, wasting about two-thirds of primary energy before it does useful work. 

Learn more: https://bit.ly/4a9oyzc","[4] Internal Article/ Blog","[1] 17. Energy Transition Narrative [transition-narrative]","[3] Figure/ Graph","[2] RMI Strategy",NA,NA,NA,NA,NA,NA,NA,"transition-narrative"
2025-01-21,"RMI Brand","Twitter",3,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",551,0.021,-0.145,14,-0.517,-0.626,0.025,-0.468,-0.603,9,1,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1881778060279628005","Energy demand is skyrocketing. Energy efficiency is a solution to maintain grid reliability for companies and customers.  

@Mission_EE is encouraging business leaders to prioritize energy efficiency and invest in technologies that save energy and money. https://t.co/Pe9f4fO17v https://t.co/VKm7xlUecB","[4] External Landing Page","[3] Text Graphic","[1] 17. Energy Transition Narrative [transition-narrative]","[2] RMI Strategy",NA,NA,NA,NA,NA,NA,NA,"transition-narrative"
2025-01-18,"RMI Brand","Twitter",3,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",694,0.286,0.077,48,0.655,0.283,0.069,0.468,0.095,25,6,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1880689888254648345","The buildout of renewable energy does not necessarily require a surge in new, additional funding. Regular capital investment is re-routing from fossil to cleaner options to support the transformation. https://t.co/DYBhlc1h75 https://t.co/j386wqFK6W","[4] Internal Article/ Blog","[1] 17. Energy Transition Narrative [transition-narrative]","[3] Figure/ Graph","[2] RMI Strategy",NA,NA,NA,NA,NA,NA,NA,"transition-narrative"
2025-01-18,"RMI Brand","Facebook",2,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",514,0.096,-0.155,20,0.333,-0.262,0.039,0.114,0.054,3,4,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1058664186294132","The buildout of renewable energy does not require a surge in capital expenditure (capex). Instead, it can be reallocated: As cleantech capex rises, fossil fuel capex falls.  

This reallocation is already underway. In 2015, 35% of energy supply investments went to clean energy. In 2023, 50% of investments were clean, at $1.1 trillion.  

Learn more about how capital is being reallocated to support renewable energy growth: https://bit.ly/3PpJ0SW","[4] Internal Article/ Blog","[3] Figure/ Graph","[1] 17. Energy Transition Narrative [transition-narrative]","[2] RMI Strategy",NA,NA,NA,NA,NA,NA,NA,"transition-narrative"
2025-01-10,"RMI Brand","Twitter",3,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",635,0.177,-0.014,19,-0.345,-0.492,0.03,-0.362,-0.524,13,2,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1877803882673311965","Last year saw rising uptake in renewable energy, electric vehicles, and other clean solutions as costs fell and efficiency improved. https://t.co/ZXpesfalVb https://t.co/PCRme7EGlZ","[4] Internal Article/ Blog","[3] Figure/ Graph","[1] 17. Energy Transition Narrative [transition-narrative]","[2] RMI Strategy",NA,NA,NA,NA,NA,NA,NA,"transition-narrative"
2025-01-10,"RMI Brand","Facebook",2,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",698,0.488,0.148,25,0.667,-0.077,0.036,0.029,-0.027,8,4,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1052990110194873","2024 was a record year for clean energy, with falling costs and rising uptake across solar, EVs, and batteries. 

In the new year, there are still more opportunities to transform the energy system, save money, and cut climate pollution: 

➡️ Improving energy efficiency could save trillions of dollars while helping to manage electricity load growth.  

➡️ Slashing methane emissions will be key for tackling climate pollution. New satellites and commitments have made methane more visible, and now it’s time to act.  

➡️ Investments and financing need a reallocation — from fossil fuel subsidies to clean energy solutions. 

We are halfway through this decisive decade and the energy transition has thankfully come a long way. The time is now for leaders and locals around the world to see these signs of progress — and hit the ground running in 2025.  https://bit.ly/3DJynrz","[4] Internal Article/ Blog","[3] Figure/ Graph","[1] 17. Energy Transition Narrative [transition-narrative]","[2] RMI Strategy",NA,NA,NA,NA,NA,NA,NA,"transition-narrative"
2025-01-07,"RMI Brand","Facebook",2,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",424,-0.096,-0.303,20,0.333,-0.262,0.047,0.343,0.27,10,2,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1050222527138298","Europe, the United States, and China are leading the way on cleantech manufacturing and deployment. 

However, there is significant regional variation within these three economies when it comes to renewable energy deployment, electric vehicle adoption, electrification, and cleantech manufacturing. The territories that have become local leaders in these areas are achieving the benefits more quickly, including economic growth and competitiveness, lower energy costs, energy security, and improved public health.  

In a new report, RMI looks at the energy system transformation at the bloc, region, and territory levels: https://bit.ly/408DXv0","[1] 17. Energy Transition Narrative [transition-narrative]","[4] RMI Landing Page","[3] Figure/ Graph","[2] RMI Strategy",NA,NA,NA,NA,NA,NA,NA,"transition-narrative"
2025-01-06,"RMI Brand","Instagram",4,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",1266,0.431,0.307,62,2.263,1.911,0.049,1.45,1.227,NA,4,1,0,"RMI Brand","Post","https://www.instagram.com/p/DEgFx2asy6b/","Europe, the United States, and China are leading the way on cleantech manufacturing and deployment.

However, there is significant regional variation within these three economies when it comes to renewable energy deployment, electric vehicle adoption, electrification, and cleantech manufacturing. The territories that have become local leaders in these areas are achieving the benefits more quickly, including economic growth and competitiveness, lower energy costs, energy security, and improved public health. 

In a new report, RMI looks at the energy system transformation at the bloc, region, and territory levels. Click the link in our bio to learn more.","[3] Figure/ Graph","[1] 17. Energy Transition Narrative [transition-narrative]","[4] RMI Landing Page","[2] RMI Strategy",NA,NA,NA,NA,NA,NA,NA,"transition-narrative"
2025-01-06,"RMI Brand","Twitter",3,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",693,0.285,0.076,15,-0.483,-0.599,0.022,-0.532,-0.651,9,0,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1876399650732712438","Europe, the US, and China are leading the way on cleantech manufacturing and deployment, but there are variations. For example, China leads in electric vehicle sales at the bloc level, but Northern Europe has the lead at the regional level. https://t.co/D6hcsFyr3z https://t.co/6TkZTF6DEZ","[1] 17. Energy Transition Narrative [transition-narrative]","[4] RMI Landing Page","[3] Figure/ Graph","[2] RMI Strategy",NA,NA,NA,NA,NA,NA,NA,"transition-narrative"
2025-01-04,"RMI Brand","Facebook",2,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",1322,1.819,1.174,123,7.2,3.539,0.093,1.657,1.514,66,20,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1048613677299183","As knowledge grows, technologies improve. On the other hand, mature commodities stay roughly the same. Continuing to develop clean technologies will cut costs and pollution while delivering other benefits. 

For every doubling of deployment, solar and battery prices fall by about 20% — and prices have plummeted, down 99.9% since the 1950s. Batteries prices have fallen by 97% since the 1990s. 

The energy transition can be seen as a shift from dumb commodities to smart technologies. Learn more: https://bit.ly/3ZLlp44","[1] 17. Energy Transition Narrative [transition-narrative]","[3] Figure/ Graph","[4] RMI Landing Page","[2] RMI Strategy","[4] Spark Chart",NA,NA,NA,NA,NA,NA,"transition-narrative"
2025-01-04,"RMI Brand","Twitter",3,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",1614,1.992,1.505,78,1.69,1.086,0.048,0.021,-0.238,44,7,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1875628287956820239","As knowledge grows, technologies improve. On the other hand, mature commodities stay roughly the same. Continuing to develop clean technologies will cut costs and pollution while delivering other benefits. https://t.co/vP50Sak3GF https://t.co/DKNJ0923ug","[1] 17. Energy Transition Narrative [transition-narrative]","[3] Figure/ Graph","[4] RMI Landing Page","[4] Spark Chart","[2] RMI Strategy",NA,NA,NA,NA,NA,NA,"transition-narrative"
2024-12-31,"RMI Brand","Facebook",2,3460970,"Fall Appeal 24",335,-0.286,-0.449,3,-0.8,-0.889,0.009,-0.743,-0.757,2,0,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1045447507615800","⏰ Ends at Midnight: Your Gift to RMI Doubled! 

The stakes for the clean energy transition have never been higher. With technology costs dropping and corporate commitments growing, we have the momentum to drive lasting change. At RMI, we’ve been pioneering this transition for over 40 years, providing data-driven insights and building resilient solutions. 

TODAY is the final day of our year-end match! Every $1 you donate = $2, thanks to generous donors. 

Your support ensures that we remain nimble and responsive to the urgent needs of the clean energy movement. Double your contribution before midnight tonight and power the future of clean energy! 

👉 https://bit.ly/4iLAmLU

#CleanEnergy #ClimateAction #YearEndGiving","[2] RMI Development","[3] Text Graphic","[4] Donate","[4] RMI Landing Page","Fall Appeal 24",NA,NA,NA,NA,NA,NA,"fapp24"
2024-12-31,"RMI Brand","Twitter",3,3460970,"Fall Appeal 24",607,0.125,-0.058,8,-0.724,-0.786,0.013,-0.723,-0.794,8,0,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1874071024863440904","🚨 Last chance! Your gift to RMI will be doubled before midnight tonight! 

Every $1 donated = $2 with our year-end match! Support the clean energy transition and help RMI stay at the forefront of change. 

💚 Donate now: https://t.co/Mzx5ItjGpi

#CleanEnergy #ClimateAction https://t.co/458aH5MCdu","[2] RMI Development","[3] Text Graphic","[4] Donate","[4] RMI Landing Page","Fall Appeal 24",NA,NA,NA,NA,NA,NA,"fapp24"
2024-12-29,"RMI Brand","Facebook",2,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",1712,2.65,1.816,184,11.267,5.79,0.107,2.057,1.892,101,11,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1044239771069907","iPods 📈 Walkmans 📉 
Cars 📈 Horses 📉 
Steel 📈 Cast iron 📉 

As new clean technologies achieve S-curve growth, the incumbent technologies retreat along an inverse path, creating an X pattern that is a hallmark of technology evolution. 

Just as cars pushed out horses as the dominant mode of transportation, innovative technologies are transforming the energy system: 

Solar and wind are taking over the electricity supply as they continue to get cheaper, pushing out fossil-fueled electricity. 

Electricity is the new dominant energy carrier, transcending the inefficiencies and pollution from burning fossil fuel molecules. 

Efficient renewable electrification is removing wasteful combustion from the energy system. 

Learn more: https://bit.ly/49LrQbV","[1] 17. Energy Transition Narrative [transition-narrative]","[3] Figure/ Graph","[2] RMI Strategy","[4] Spark Chart",NA,NA,NA,NA,NA,NA,NA,"transition-narrative"
2024-12-29,"RMI Brand","Twitter",3,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",1077,0.996,0.672,59,1.034,0.578,0.055,0.17,-0.127,38,5,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1873441377427546164","iPods 📈 Walkmans 📉 

As new tech achieves S-curve growth, older tech follow an inverse path. As the lines cross, the graph looks like an X. See how this trend can also be found in renewables, electrification, and efficiency: https://t.co/0iSrh79ZtV https://t.co/xqrY4jmvbp","[1] 17. Energy Transition Narrative [transition-narrative]","[4] RMI Landing Page","[3] Figure/ Graph","[2] RMI Strategy","[4] Spark Chart",NA,NA,NA,NA,NA,NA,"transition-narrative"
2024-12-27,"RMI Brand","Twitter",3,3460970,"Fall Appeal 24",733,0.359,0.138,12,-0.586,-0.679,0.016,-0.66,-0.746,5,1,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1872730447366558123","🚨 Only 5️⃣ days left to DOUBLE your contribution!

Donate by Dec. 31 to help RMI build sustainable energy solutions. Every $1 = $2 thanks to a generous match!

💚 Act now to power a clean, zero-carbon future: https://t.co/UapDIlXhjX

#YearEndGiving #CleanEnergy https://t.co/L2ClajREC5","[2] RMI Development","[3] Text Graphic","[4] Donate","[4] RMI Landing Page","Fall Appeal 24",NA,NA,NA,NA,NA,NA,"fapp24"
2024-12-27,"RMI Brand","Facebook",2,3460970,"Fall Appeal 24",340,-0.275,-0.441,2,-0.867,-0.926,0.006,-0.829,-0.838,1,0,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1042636987896852","🎉 Just 5️⃣ days left to make TWICE the difference! 

Join us in building sustainable energy solutions for a clean, prosperous, and zero-carbon future. Through midnight on December 31, every $1 you donate = $2 with a year-end match by generous donors! 

🌟 Double your contribution and help power the future today. 

Make your gift count 👉 https://bit.ly/3ZQBzce

#CleanEnergy #ClimateAction #YearEndGiving","[2] RMI Development","[4] Donate","[3] Text Graphic","[4] RMI Landing Page","Fall Appeal 24",NA,NA,NA,NA,NA,NA,"fapp24"
2024-12-20,"RMI Brand","Facebook",2,3460970,"Fall Appeal 24",422,-0.1,-0.306,16,0.067,-0.41,0.038,0.086,0.027,2,4,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/videos/1293984768403150","🎥 In case you missed it, we're sharing some key moments from our latest webinar. These clips feature insights and stories from Sir Richard Branson, Founder of Virgin Group, and RMI Managers Ian Welch-Phillips and Taylor Krause, showcasing the importance of our work and why your support matters. 

🌟 Together, we can continue to make a difference. Watch the highlights and join us in driving change by contributing to our fall appeal today! 

👉 https://bit.ly/4gLab6e","[2] RMI Development","[4] Donate","[4] RMI Landing Page","Fall Appeal 24","[3] <2.2 mins Video",NA,NA,NA,NA,NA,NA,"fapp24"
2024-12-20,"RMI Brand","Twitter",3,3460970,"Fall Appeal 24",861,0.596,0.337,15,-0.483,-0.599,0.017,-0.638,-0.73,13,1,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1869926779827143013","🎥 Missed our recent webinar?

Catch the highlights featuring insights &amp; stories from Sir Richard Branson, Ian, and Taylor! See why your support matters and help us drive change by contributing to our fall appeal. https://t.co/Np0GelJ1zz https://t.co/nP6EZI9Zci","[2] RMI Development","[4] Donate","[4] RMI Landing Page","Fall Appeal 24","[3] <2.2 mins Video",NA,NA,NA,NA,NA,NA,"fapp24"
2024-12-10,"RMI Brand","Twitter",3,3460970,"Fall Appeal 24",597,0.107,-0.073,7,-0.759,-0.813,0.012,-0.745,-0.81,5,1,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1866576643113820168","⚡ 48-Hour TRIPLE Match! ⚡ 

Until midnight on Dec. 12,  every $1 donated = $3! 

💸 $50 → $150 
💸 $100 → $300 

Act now to help RMI scale clean energy solutions and build a sustainable future. 

🌟 Give today: https://t.co/63s7tFVmg3 https://t.co/GKeQESowXG","[2] RMI Development","[3] Text Graphic","[4] Post Event/ Webinar","[4] RMI Landing Page","Fall Appeal 24",NA,NA,NA,NA,NA,NA,"fapp24"
2024-12-10,"RMI Brand","Facebook",2,3460970,"Fall Appeal 24",322,-0.313,-0.47,2,-0.867,-0.926,0.006,-0.829,-0.838,1,0,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1030128225814395","🌍 Your Impact TRIPLED for the Next 48 Hours! 🌍 

For the next two days, every $1 donated = $3, thanks to generous donors.  

Here's what that means: 
⚡️A $50 gift becomes $150 
⚡️A $100 gift becomes $300 

⏳ This special match ends at midnight on December 12, 2024, so act now! 

This year, we've seen the dual realities: devastating climate impacts like record-breaking heat and devastating storms AND incredible progress through clean energy solutions like solar power, EVs, and batteries. With your support, we can accelerate this positive momentum and build a clean, affordable energy future. 

🌟 Make your gift today: https://bit.ly/3ZEvqRt
Together, we can scale solutions to protect our planet for generations to come.","[2] RMI Development","[3] Text Graphic","[4] Post Event/ Webinar","[4] RMI Landing Page","Fall Appeal 24",NA,NA,NA,NA,NA,NA,"fapp24"
2024-12-10,"RMI Brand","Instagram",4,3460970,"Fall Appeal 24",492,-0.444,-0.492,15,-0.211,-0.296,0.03,0.5,0.364,NA,2,1,0,"RMI Brand","Post","https://www.instagram.com/p/DDaFI_buFSH/","🌍 Your Impact TRIPLED for the Next 48 Hours! 🌍 

For the next two days, every $1 donated = $3, thanks to generous donors. 

Here's what that means: 
⚡️A $50 gift becomes $150 
⚡️A $100 gift becomes $300 

⏳ This special match ends at midnight on December 12, 2024, so act now! 

This year, we've seen the dual realities: devastating climate impacts like record-breaking heat and devastating storms AND incredible progress through clean energy solutions like solar power, EVs, and batteries. With your support, we can accelerate this positive momentum and build a clean, affordable energy future. 

🌟 Make your gift today at the link in our bio!","[2] RMI Development","[3] Text Graphic","[4] Post Event/ Webinar","[4] RMI Landing Page","Fall Appeal 24",NA,NA,NA,NA,NA,NA,"fapp24"
2024-12-09,"RMI Brand","Twitter",3,3422947,"COP29",722,0.338,0.121,25,-0.138,-0.332,0.035,-0.255,-0.444,16,1,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1866085636140040418","🌍 More climate finance is coming to Africa!

RMI's Climate Finance Access Network is launching its first Africa cohort in the DRC, Republic of Congo, and Cameroon, empowering nations to access vital climate finance and build resilience.

Learn more ⬇️ 
https://t.co/wdj8zhoaeX","[2] Global South","[1] 6. Pipeline Of Bankable Global South Projects","[3] Stock","COP29","[4] Announcement","[4] RMI Landing Page","[2] RMI CFAN","[4] Press Release",NA,NA,NA,"cop29"
2024-12-06,"RMI Brand","Instagram",4,3460970,"Fall Appeal 24",2310,1.61,1.384,55,1.895,1.582,0.024,0.2,0.091,NA,4,1,0,"RMI Brand","Post","https://www.instagram.com/p/DDQE_xNpcsE/","🌍 Building our Clean Energy Future, Together 🌍 

Join us for an inspiring webinar featuring Sir Richard Branson, Chairman of Virgin Group, in conversation with RMI Managers Taylor Krause and Ian Welch-Phillips. Moderated by RMI Trustee Martha Brooks, this session will explore how the next generation of climate leaders is advancing clean energy solutions worldwide. 

🗓️ Date: Tuesday, December 10, 2024 
⏰ Time: 10 a.m.–11 a.m. MT | 12 p.m.–1 p.m. ET 
📍 Where: Virtual 

✨ Don't miss this exciting opportunity to hear from leaders driving change! 
👉 Register at the link in our bio now!","[2] RMI Development","[3] Text Graphic","[4] RMI Landing Page","Fall Appeal 24","[4] Pre Event/ Webinar",NA,NA,NA,NA,NA,NA,"fapp24"
2024-12-06,"RMI Brand","Facebook",2,3460970,"Fall Appeal 24",375,-0.2,-0.383,12,-0.2,-0.557,0.032,-0.086,-0.135,6,2,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1027280972765787","🌍 Building our Clean Energy Future, Together 🌍 

Join us for an inspiring webinar featuring Sir Richard Branson, Chairman of Virgin Group, in conversation with RMI Managers Taylor Krause and Ian Welch-Phillips. Moderated by RMI Trustee Martha Brooks, this session will explore how the next generation of climate leaders is advancing clean energy solutions worldwide. 

🗓️ Date: Tuesday, December 10, 2024 
⏰ Time: 10 a.m.–11 a.m. MT | 12 p.m.–1 p.m. ET 
📍 Where: Virtual 

✨ Don't miss this exciting opportunity to hear from leaders driving change! 
👉 Register now:  https://bit.ly/3CUKeCD","[2] RMI Development","[3] Text Graphic","[4] RMI Landing Page","Fall Appeal 24","[4] Pre Event/ Webinar",NA,NA,NA,NA,NA,NA,"fapp24"
2024-12-06,"RMI Africa","Twitter",3,3422947,"COP29",35,-0.808,-0.79,0,-1,-1,0,-1,-1,0,0,0,1,"RMI Program","Post","https://twitter.com/RMIAfrica/status/1865083793989636109","At #COP29, Benin unveiled a climate action framework to fast-track the country's green energy transition and advance sustainable development. 

#Benin #AfricaEnergy
https://t.co/wAD78rQ5Nb","COP29","[4] External Landing Page","[2] RMI Africa","[2] Global South","[1] 6. Pipeline Of Bankable Global South Projects","[3] No creative",NA,NA,NA,NA,NA,"cop29"
2024-12-06,"RMI Brand","Twitter",3,3460970,"Fall Appeal 24",1360,1.521,1.111,80,1.759,1.139,0.059,0.255,-0.063,52,5,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1865081547285504410","🌟 Building our Clean Energy Future, Together! 🌟 

Next Tuesday, Sir Richard Branson joins RMI’s Taylor Krause, Ian Welch-Phillips, and Martha Brooks to discuss empowering the next generation of climate leaders. 

🗓️ Dec. 10 | Virtual 
🎟️ Register now:  https://t.co/YB1agM3vLv https://t.co/Vnd2qn6CQk","[2] RMI Development","[3] Text Graphic","[4] RMI Landing Page","[4] Pre Event/ Webinar","Fall Appeal 24",NA,NA,NA,NA,NA,NA,"fapp24"
2024-12-03,"RMI Brand","Twitter",3,3460970,"Fall Appeal 24",615,0.14,-0.045,14,-0.517,-0.626,0.023,-0.511,-0.635,5,2,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1863986583239557592","This #GivingTuesday, your $1 = $2 for a clean energy future. 🌍 

With a year-end match, your donation helps RMI scale renewables, advance efficiency, and deliver solutions for people &amp; the planet. 

Double your impact today: https://t.co/uJOiWzGLxM 

#CleanEnergy #Donate https://t.co/NAZ1lrIS64","[2] RMI Development","[3] Text Graphic","[4] RMI Landing Page","Fall Appeal 24",NA,NA,NA,NA,NA,NA,NA,"fapp24"
2024-12-03,"RMI Brand","Facebook",2,3460970,"Fall Appeal 24",333,-0.29,-0.452,4,-0.733,-0.852,0.012,-0.657,-0.676,2,0,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1024719016355316","Clean energy is happening faster than many realize, and RMI is delivering solutions that work for people and the planet.

This Giving Tuesday, your support helps us continue scaling renewables, advancing energy efficiency, and driving impactful solutions for a zero-carbon future. Please make a gift >> https://bit.ly/3OBu8jX

We can’t afford to lose momentum when the stakes are so high. This is the mission of all of our lifetimes — and together, we can make it happen!   

#GivingTuesday #CleanEnergy #ClimateAction #Donate","[2] RMI Development","[3] Text Graphic","[4] RMI Landing Page","Fall Appeal 24",NA,NA,NA,NA,NA,NA,NA,"fapp24"
2024-12-02,"RMI Brand","Twitter",3,3300374,"nycw24",883,0.637,0.371,26,-0.103,-0.305,0.029,-0.383,-0.54,10,4,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1863553199560401311","""The weather is changing in unpredictable ways. The benefit of weatherization is it shelters you from those changes over time,"" says RMI's Michael Gartman.

See how weatherization reduces energy use &amp; bills while preparing your home for efficient upgrades: https://t.co/yhj0rkFlJ4","[3] Stock","[2] RMI Buildings","[1] 19. Adoption Of Energy Efficiency & Demand Mgmt","[4] RMI In Media","nycw24",NA,NA,NA,NA,NA,NA,"nycw24"
